"aenm","code","id","activity","status"
"ATG_ERa_TRANS_up","C52918635",318,0.386452364801301,0
"ATG_ERa_TRANS_up","C583788",319,0.000634288289019019,0
"ATG_ERa_TRANS_up","C6515384",320,0.535836263925243,0
"ATG_ERa_TRANS_up","C68359375",321,0.161362671771455,0
"ATG_ERa_TRANS_up","C72559",322,0.769068672370673,0
"ATG_ERa_TRANS_up","C80057",323,0.299568959472495,0
"ATG_ERa_TRANS_up","C813785",324,0,0
"ATG_ERa_TRANS_up","C84662",325,NA,NA
"ATG_ERa_TRANS_up","C84695",326,0.158656851459176,0
"ATG_ERa_TRANS_up","C84742",327,0.297668283538353,0
"ATG_ERa_TRANS_up","C85687",328,0.414248284209645,0
"ATG_ERa_TRANS_up","C88062",329,0.518316796991603,0
"ATG_ERa_TRANS_up","C95954",330,1.25314313742189,1
"ATG_ERE_CIS_up","C106467",331,-0.0197793268553044,0
"ATG_ERE_CIS_up","C117817",332,0.145525798105052,0
"ATG_ERE_CIS_up","C117840",333,-0.00997202753995276,0
"ATG_ERE_CIS_up","C120832",334,0.448452983176125,0
"ATG_ERE_CIS_up","C121755",335,0.322699102184563,0
"ATG_ERE_CIS_up","C131577",336,0.382015572754932,0
"ATG_ERE_CIS_up","C131704",337,0.0265461269943797,0
"ATG_ERE_CIS_up","C2528167",338,-0.0262258550920891,0
"ATG_ERE_CIS_up","C2921882",339,0.480001896716358,0
"ATG_ERE_CIS_up","C298066",340,-0.042756903754382,0
"ATG_ERE_CIS_up","C3380345",341,0.0493666672251697,0
"ATG_ERE_CIS_up","C35065271",342,0,0
"ATG_ERE_CIS_up","C39515418",343,0.228939407652372,0
"ATG_ERE_CIS_up","C4376209",344,0.235007466294197,0
"ATG_ERE_CIS_up","C50293",345,1.1917707774594,1
"ATG_ERE_CIS_up","C52315078",346,0.279536838354616,0
"ATG_ERE_CIS_up","C52645531",347,0.23879990759512,0
"ATG_ERE_CIS_up","C52918635",348,0.0993239459496411,0
"ATG_ERE_CIS_up","C583788",349,0.126715747713244,0
"ATG_ERE_CIS_up","C6515384",350,0.570536100488457,0
"ATG_ERE_CIS_up","C68359375",351,0.110516645448275,0
"ATG_ERE_CIS_up","C72559",352,0.772535893726708,0
"ATG_ERE_CIS_up","C80057",353,0.365350881131954,0
"ATG_ERE_CIS_up","C813785",354,0,0
"ATG_ERE_CIS_up","C84662",355,NA,NA
"ATG_ERE_CIS_up","C84695",356,0.328047424187169,0
"ATG_ERE_CIS_up","C84742",357,0.212189246962336,0
"ATG_ERE_CIS_up","C85687",358,0.51295747399726,0
"ATG_ERE_CIS_up","C88062",359,0.10155099916381,0
"ATG_ERE_CIS_up","C95954",360,0.419586995949861,0
"ATG_ERRa_TRANS_dn","C106467",361,0.157434260447726,0
"ATG_ERRa_TRANS_dn","C117817",362,0.0793223854362689,0
"ATG_ERRa_TRANS_dn","C117840",363,-0.0520066998747288,0
"ATG_ERRa_TRANS_dn","C120832",364,0.134910258161086,0
"ATG_ERRa_TRANS_dn","C121755",365,0.0947443889129714,0
"ATG_ERRa_TRANS_dn","C131577",366,0.121422136688309,0
"ATG_ERRa_TRANS_dn","C131704",367,-0.0864619078625984,0
"ATG_ERRa_TRANS_dn","C2528167",368,-0.0317148951356674,0
"ATG_ERRa_TRANS_dn","C2921882",369,-0.151038522256854,0
"ATG_ERRa_TRANS_dn","C298066",370,-0.0350968506555483,0
"ATG_ERRa_TRANS_dn","C3380345",371,0.0109218701313243,0
"ATG_ERRa_TRANS_dn","C35065271",372,0,0
"ATG_ERRa_TRANS_dn","C39515418",373,-0.0531857780166002,0
"ATG_ERRa_TRANS_dn","C4376209",374,-0.0595953282428655,0
"ATG_ERRa_TRANS_dn","C50293",375,-0.0621455523158363,0
"ATG_ERRa_TRANS_dn","C52315078",376,0.0583256667058584,0
"ATG_ERRa_TRANS_dn","C52645531",377,-0.129140435696384,0
"ATG_ERRa_TRANS_dn","C52918635",378,-0.0949421027876768,0
"ATG_ERRa_TRANS_dn","C583788",379,0.134395484182629,0
"ATG_ERRa_TRANS_dn","C6515384",380,-0.00511404533714018,0
"ATG_ERRa_TRANS_dn","C68359375",381,-0.115568614846585,0
"ATG_ERRa_TRANS_dn","C72559",382,0.133493551175206,0
"ATG_ERRa_TRANS_dn","C80057",383,0.0714343615336563,0
"ATG_ERRa_TRANS_dn","C813785",384,0,0
"ATG_ERRa_TRANS_dn","C84662",385,NA,NA
"ATG_ERRa_TRANS_dn","C84695",386,0.188917558802929,0
"ATG_ERRa_TRANS_dn","C84742",387,0.0538744394358241,0
"ATG_ERRa_TRANS_dn","C85687",388,-0.0914587913510417,0
"ATG_ERRa_TRANS_dn","C88062",389,-0.0162907077828771,0
"ATG_ERRa_TRANS_dn","C95954",390,-0.124527210803941,0
"ATG_ERRa_TRANS_up","C106467",391,-0.157434260447726,0
"ATG_ERRa_TRANS_up","C117817",392,-0.0793223854362689,0
"ATG_ERRa_TRANS_up","C117840",393,0.0520066998747288,0
"ATG_ERRa_TRANS_up","C120832",394,-0.134910258161086,0
"ATG_ERRa_TRANS_up","C121755",395,-0.0947443889129714,0
"ATG_ERRa_TRANS_up","C131577",396,-0.121422136688309,0
"ATG_ERRa_TRANS_up","C131704",397,0.0864619078625985,0
"ATG_ERRa_TRANS_up","C2528167",398,0.0317148951356675,0
"ATG_ERRa_TRANS_up","C2921882",399,0.151038522256854,0
"ATG_ERRa_TRANS_up","C298066",400,0.0350968506555483,0
"ATG_ERRa_TRANS_up","C3380345",401,-0.0109218701313243,0
"ATG_ERRa_TRANS_up","C35065271",402,0,0
"ATG_ERRa_TRANS_up","C39515418",403,0.0531857780166003,0
"ATG_ERRa_TRANS_up","C4376209",404,0.0595953282428655,0
"ATG_ERRa_TRANS_up","C50293",405,0.0621455523158363,0
"ATG_ERRa_TRANS_up","C52315078",406,-0.0583256667058584,0
"ATG_ERRa_TRANS_up","C52645531",407,0.129140435696384,0
"ATG_ERRa_TRANS_up","C52918635",408,0.0949421027876768,0
"ATG_ERRa_TRANS_up","C583788",409,-0.134395484182629,0
"ATG_ERRa_TRANS_up","C6515384",410,0.00511404533714018,0
"ATG_ERRa_TRANS_up","C68359375",411,0.115568614846585,0
"ATG_ERRa_TRANS_up","C72559",412,-0.133493551175206,0
"ATG_ERRa_TRANS_up","C80057",413,-0.0714343615336563,0
"ATG_ERRa_TRANS_up","C813785",414,0,0
"ATG_ERRa_TRANS_up","C84662",415,NA,NA
"ATG_ERRa_TRANS_up","C84695",416,-0.188917558802929,0
"ATG_ERRa_TRANS_up","C84742",417,-0.0538744394358241,0
"ATG_ERRa_TRANS_up","C85687",418,0.0914587913510418,0
"ATG_ERRa_TRANS_up","C88062",419,0.0162907077828771,0
"ATG_ERRa_TRANS_up","C95954",420,0.124527210803941,0
"ATG_FoxA2_CIS_dn","C106467",421,-0.0655236443215855,0
"ATG_FoxA2_CIS_dn","C117817",422,-0.0574369557684615,0
"ATG_FoxA2_CIS_dn","C117840",423,0.0361766777859715,0
